etf,equity_positions,equity_weight_original_pct,non_equity_weight_original_pct,roe_aggregate,earnings_yield_aggregate,dividend_yield_aggregate,gross_buyback_yield_aggregate,net_buyback_yield_aggregate,gross_shareholder_yield_aggregate,net_shareholder_yield_aggregate,coverage_roe_pct,coverage_earnings_yield_pct,coverage_dividend_yield_pct,coverage_buyback_yield_pct,coverage_shareholder_yield_pct,composition_date,run_date
SCHY,101,9940.4330528504,-9840.4330528504,0.1775640384878809,0.0003393532121410238,8.93064560202661e-05,,,8.93064560202661e-05,8.93064560202661e-05,0.26988411009324415,0.26988411009324415,0.26988411009324415,0.0,0.26988411009324415,2026-02-28,2026-07-26
