etf,equity_positions,equity_weight_original_pct,non_equity_weight_original_pct,target_clean_coverage_pct,clean_coverage_pct,target_clean_coverage_met,roe_aggregate,earnings_yield_aggregate,dividend_yield_aggregate,gross_buyback_yield_aggregate,net_buyback_yield_aggregate,gross_shareholder_yield_aggregate,net_shareholder_yield_aggregate,earnings_yield_mean_covered,dividend_yield_mean_covered,gross_buyback_yield_mean_covered,gross_shareholder_yield_mean_covered,coverage_roe_pct,coverage_earnings_yield_pct,coverage_dividend_yield_pct,coverage_buyback_yield_pct,coverage_shareholder_yield_pct,composition_date,run_date,stopped_early
SCHY,100,99.404330528504,0.5956694714959951,90.0,85.66192351432909,False,0.16848420232209746,0.0497094636887073,0.03619307270442735,0.011363548119206817,0.010958593011093426,0.047556620823634176,0.047151665715520784,0.06740092087102471,0.04984244398924136,0.013103654121191254,0.05758302680730804,85.66192351432909,85.66192351432909,85.1674432277876,63.059098435333894,85.66192351432909,2026-02-28,2026-07-27,False
